command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	6936292	CallExpression	"trace_qed_aio_next_io ( s , acb , 0 , acb -> cur_pos + acb -> cur_qiov . size )"		6936264	0					
ANR	6936293	Callee	trace_qed_aio_next_io		6936264	0					
ANR	6936294	Identifier	trace_qed_aio_next_io		6936264	0					
ANR	6936295	ArgumentList	s		6936264	1					
ANR	6936296	Argument	s		6936264	0					
ANR	6936297	Identifier	s		6936264	0					
ANR	6936298	Argument	acb		6936264	1					
ANR	6936299	Identifier	acb		6936264	0					
ANR	6936300	Argument	0		6936264	2					
ANR	6936301	PrimaryExpression	0		6936264	0					
ANR	6936302	Argument	acb -> cur_pos + acb -> cur_qiov . size		6936264	3					
ANR	6936303	AdditiveExpression	acb -> cur_pos + acb -> cur_qiov . size		6936264	0		+			
ANR	6936304	PtrMemberAccess	acb -> cur_pos		6936264	0					
ANR	6936305	Identifier	acb		6936264	0					
ANR	6936306	Identifier	cur_pos		6936264	1					
ANR	6936307	MemberAccess	acb -> cur_qiov . size		6936264	1					
ANR	6936308	PtrMemberAccess	acb -> cur_qiov		6936264	0					
ANR	6936309	Identifier	acb		6936264	0					
ANR	6936310	Identifier	cur_qiov		6936264	1					
ANR	6936311	Identifier	size		6936264	1					
ANR	6936312	IfStatement	if ( acb -> backing_qiov )		6936264	5					
ANR	6936313	Condition	acb -> backing_qiov	19:8:224:240	6936264	0	True				
ANR	6936314	PtrMemberAccess	acb -> backing_qiov		6936264	0					
ANR	6936315	Identifier	acb		6936264	0					
ANR	6936316	Identifier	backing_qiov		6936264	1					
ANR	6936317	CompoundStatement		17:27:198:198	6936264	1					
ANR	6936318	ExpressionStatement	qemu_iovec_destroy ( acb -> backing_qiov )	21:8:254:291	6936264	0	True				
ANR	6936319	CallExpression	qemu_iovec_destroy ( acb -> backing_qiov )		6936264	0					
ANR	6936320	Callee	qemu_iovec_destroy		6936264	0					
ANR	6936321	Identifier	qemu_iovec_destroy		6936264	0					
ANR	6936322	ArgumentList	acb -> backing_qiov		6936264	1					
ANR	6936323	Argument	acb -> backing_qiov		6936264	0					
ANR	6936324	PtrMemberAccess	acb -> backing_qiov		6936264	0					
ANR	6936325	Identifier	acb		6936264	0					
ANR	6936326	Identifier	backing_qiov		6936264	1					
ANR	6936327	ExpressionStatement	g_free ( acb -> backing_qiov )	23:8:302:327	6936264	1	True				
ANR	6936328	CallExpression	g_free ( acb -> backing_qiov )		6936264	0					
ANR	6936329	Callee	g_free		6936264	0					
ANR	6936330	Identifier	g_free		6936264	0					
ANR	6936331	ArgumentList	acb -> backing_qiov		6936264	1					
ANR	6936332	Argument	acb -> backing_qiov		6936264	0					
ANR	6936333	PtrMemberAccess	acb -> backing_qiov		6936264	0					
ANR	6936334	Identifier	acb		6936264	0					
ANR	6936335	Identifier	backing_qiov		6936264	1					
ANR	6936336	ExpressionStatement	acb -> backing_qiov = NULL	25:8:338:362	6936264	2	True				
ANR	6936337	AssignmentExpression	acb -> backing_qiov = NULL		6936264	0		=			
ANR	6936338	PtrMemberAccess	acb -> backing_qiov		6936264	0					
ANR	6936339	Identifier	acb		6936264	0					
ANR	6936340	Identifier	backing_qiov		6936264	1					
ANR	6936341	Identifier	NULL		6936264	1					
ANR	6936342	ExpressionStatement	acb -> qiov_offset += acb -> cur_qiov . size	31:4:378:416	6936264	6	True				
ANR	6936343	AssignmentExpression	acb -> qiov_offset += acb -> cur_qiov . size		6936264	0		+=			
ANR	6936344	PtrMemberAccess	acb -> qiov_offset		6936264	0					
ANR	6936345	Identifier	acb		6936264	0					
ANR	6936346	Identifier	qiov_offset		6936264	1					
ANR	6936347	MemberAccess	acb -> cur_qiov . size		6936264	1					
ANR	6936348	PtrMemberAccess	acb -> cur_qiov		6936264	0					
ANR	6936349	Identifier	acb		6936264	0					
ANR	6936350	Identifier	cur_qiov		6936264	1					
ANR	6936351	Identifier	size		6936264	1					
ANR	6936352	ExpressionStatement	acb -> cur_pos += acb -> cur_qiov . size	33:4:423:457	6936264	7	True				
ANR	6936353	AssignmentExpression	acb -> cur_pos += acb -> cur_qiov . size		6936264	0		+=			
ANR	6936354	PtrMemberAccess	acb -> cur_pos		6936264	0					
ANR	6936355	Identifier	acb		6936264	0					
ANR	6936356	Identifier	cur_pos		6936264	1					
ANR	6936357	MemberAccess	acb -> cur_qiov . size		6936264	1					
ANR	6936358	PtrMemberAccess	acb -> cur_qiov		6936264	0					
ANR	6936359	Identifier	acb		6936264	0					
ANR	6936360	Identifier	cur_qiov		6936264	1					
ANR	6936361	Identifier	size		6936264	1					
ANR	6936362	ExpressionStatement	qemu_iovec_reset ( & acb -> cur_qiov )	35:4:464:496	6936264	8	True				
ANR	6936363	CallExpression	qemu_iovec_reset ( & acb -> cur_qiov )		6936264	0					
ANR	6936364	Callee	qemu_iovec_reset		6936264	0					
ANR	6936365	Identifier	qemu_iovec_reset		6936264	0					
ANR	6936366	ArgumentList	& acb -> cur_qiov		6936264	1					
ANR	6936367	Argument	& acb -> cur_qiov		6936264	0					
ANR	6936368	UnaryOperationExpression	& acb -> cur_qiov		6936264	0					
ANR	6936369	UnaryOperator	&		6936264	0					
ANR	6936370	PtrMemberAccess	acb -> cur_qiov		6936264	1					
ANR	6936371	Identifier	acb		6936264	0					
ANR	6936372	Identifier	cur_qiov		6936264	1					
ANR	6936373	IfStatement	if ( acb -> cur_pos >= acb -> end_pos )		6936264	9					
ANR	6936374	Condition	acb -> cur_pos >= acb -> end_pos	41:8:537:564	6936264	0	True				
ANR	6936375	RelationalExpression	acb -> cur_pos >= acb -> end_pos		6936264	0		>=			
ANR	6936376	PtrMemberAccess	acb -> cur_pos		6936264	0					
ANR	6936377	Identifier	acb		6936264	0					
ANR	6936378	Identifier	cur_pos		6936264	1					
ANR	6936379	PtrMemberAccess	acb -> end_pos		6936264	1					
ANR	6936380	Identifier	acb		6936264	0					
ANR	6936381	Identifier	end_pos		6936264	1					
ANR	6936382	CompoundStatement		39:38:522:522	6936264	1					
ANR	6936383	ExpressionStatement	"qed_aio_complete ( acb , 0 )"	43:8:578:602	6936264	0	True				
ANR	6936384	CallExpression	"qed_aio_complete ( acb , 0 )"		6936264	0					
ANR	6936385	Callee	qed_aio_complete		6936264	0					
ANR	6936386	Identifier	qed_aio_complete		6936264	0					
ANR	6936387	ArgumentList	acb		6936264	1					
ANR	6936388	Argument	acb		6936264	0					
ANR	6936389	Identifier	acb		6936264	0					
ANR	6936390	Argument	0		6936264	1					
ANR	6936391	PrimaryExpression	0		6936264	0					
ANR	6936392	ReturnStatement	return ;	45:8:613:619	6936264	1	True				
ANR	6936393	ExpressionStatement	len = acb -> end_pos - acb -> cur_pos	53:4:678:711	6936264	10	True				
ANR	6936394	AssignmentExpression	len = acb -> end_pos - acb -> cur_pos		6936264	0		=			
ANR	6936395	Identifier	len		6936264	0					
ANR	6936396	AdditiveExpression	acb -> end_pos - acb -> cur_pos		6936264	1		-			
ANR	6936397	PtrMemberAccess	acb -> end_pos		6936264	0					
ANR	6936398	Identifier	acb		6936264	0					
ANR	6936399	Identifier	end_pos		6936264	1					
ANR	6936400	PtrMemberAccess	acb -> cur_pos		6936264	1					
ANR	6936401	Identifier	acb		6936264	0					
ANR	6936402	Identifier	cur_pos		6936264	1					
ANR	6936403	ExpressionStatement	"ret = qed_find_cluster ( s , & acb -> request , acb -> cur_pos , & len , & offset )"	55:4:718:787	6936264	11	True				
ANR	6936404	AssignmentExpression	"ret = qed_find_cluster ( s , & acb -> request , acb -> cur_pos , & len , & offset )"		6936264	0		=			
ANR	6936405	Identifier	ret		6936264	0					
ANR	6936406	CallExpression	"qed_find_cluster ( s , & acb -> request , acb -> cur_pos , & len , & offset )"		6936264	1					
ANR	6936407	Callee	qed_find_cluster		6936264	0					
ANR	6936408	Identifier	qed_find_cluster		6936264	0					
ANR	6936409	ArgumentList	s		6936264	1					
ANR	6936410	Argument	s		6936264	0					
ANR	6936411	Identifier	s		6936264	0					
ANR	6936412	Argument	& acb -> request		6936264	1					
ANR	6936413	UnaryOperationExpression	& acb -> request		6936264	0					
ANR	6936414	UnaryOperator	&		6936264	0					
ANR	6936415	PtrMemberAccess	acb -> request		6936264	1					
ANR	6936416	Identifier	acb		6936264	0					
ANR	6936417	Identifier	request		6936264	1					
ANR	6936418	Argument	acb -> cur_pos		6936264	2					
ANR	6936419	PtrMemberAccess	acb -> cur_pos		6936264	0					
ANR	6936420	Identifier	acb		6936264	0					
ANR	6936421	Identifier	cur_pos		6936264	1					
ANR	6936422	Argument	& len		6936264	3					
ANR	6936423	UnaryOperationExpression	& len		6936264	0					
ANR	6936424	UnaryOperator	&		6936264	0					
ANR	6936425	Identifier	len		6936264	1					
ANR	6936426	Argument	& offset		6936264	4					
ANR	6936427	UnaryOperationExpression	& offset		6936264	0					
ANR	6936428	UnaryOperator	&		6936264	0					
ANR	6936429	Identifier	offset		6936264	1					
ANR	6936430	IfStatement	if ( ret < 0 )		6936264	12					
ANR	6936431	Condition	ret < 0	57:8:798:804	6936264	0	True				
ANR	6936432	RelationalExpression	ret < 0		6936264	0		<			
ANR	6936433	Identifier	ret		6936264	0					
ANR	6936434	PrimaryExpression	0		6936264	1					
ANR	6936435	CompoundStatement		55:17:762:762	6936264	1					
ANR	6936436	ExpressionStatement	"qed_aio_complete ( acb , ret )"	59:8:818:844	6936264	0	True				
ANR	6936437	CallExpression	"qed_aio_complete ( acb , ret )"		6936264	0					
ANR	6936438	Callee	qed_aio_complete		6936264	0					
ANR	6936439	Identifier	qed_aio_complete		6936264	0					
ANR	6936440	ArgumentList	acb		6936264	1					
ANR	6936441	Argument	acb		6936264	0					
ANR	6936442	Identifier	acb		6936264	0					
ANR	6936443	Argument	ret		6936264	1					
ANR	6936444	Identifier	ret		6936264	0					
ANR	6936445	ReturnStatement	return ;	61:8:855:861	6936264	1	True				
ANR	6936446	IfStatement	if ( acb -> flags & QED_AIOCB_WRITE )		6936264	13					
ANR	6936447	Condition	acb -> flags & QED_AIOCB_WRITE	67:8:881:908	6936264	0	True				
ANR	6936448	BitAndExpression	acb -> flags & QED_AIOCB_WRITE		6936264	0		&			
ANR	6936449	PtrMemberAccess	acb -> flags		6936264	0					
ANR	6936450	Identifier	acb		6936264	0					
ANR	6936451	Identifier	flags		6936264	1					
ANR	6936452	Identifier	QED_AIOCB_WRITE		6936264	1					
ANR	6936453	CompoundStatement		65:38:866:866	6936264	1					
ANR	6936454	ExpressionStatement	"ret = qed_aio_write_data ( acb , ret , offset , len )"	69:8:922:969	6936264	0	True				
ANR	6936455	AssignmentExpression	"ret = qed_aio_write_data ( acb , ret , offset , len )"		6936264	0		=			
ANR	6936456	Identifier	ret		6936264	0					
ANR	6936457	CallExpression	"qed_aio_write_data ( acb , ret , offset , len )"		6936264	1					
ANR	6936458	Callee	qed_aio_write_data		6936264	0					
ANR	6936459	Identifier	qed_aio_write_data		6936264	0					
ANR	6936460	ArgumentList	acb		6936264	1					
ANR	6936461	Argument	acb		6936264	0					
ANR	6936462	Identifier	acb		6936264	0					
ANR	6936463	Argument	ret		6936264	1					
ANR	6936464	Identifier	ret		6936264	0					
ANR	6936465	Argument	offset		6936264	2					
ANR	6936466	Identifier	offset		6936264	0					
ANR	6936467	Argument	len		6936264	3					
ANR	6936468	Identifier	len		6936264	0					
ANR	6936469	ElseStatement	else		6936264	0					
ANR	6936470	CompoundStatement		69:11:938:938	6936264	0					
ANR	6936471	ExpressionStatement	"ret = qed_aio_read_data ( acb , ret , offset , len )"	73:8:994:1040	6936264	0	True				
ANR	6936472	AssignmentExpression	"ret = qed_aio_read_data ( acb , ret , offset , len )"		6936264	0		=			
ANR	6936473	Identifier	ret		6936264	0					
ANR	6936474	CallExpression	"qed_aio_read_data ( acb , ret , offset , len )"		6936264	1					
ANR	6936475	Callee	qed_aio_read_data		6936264	0					
ANR	6936476	Identifier	qed_aio_read_data		6936264	0					
ANR	6936477	ArgumentList	acb		6936264	1					
ANR	6936478	Argument	acb		6936264	0					
ANR	6936479	Identifier	acb		6936264	0					
ANR	6936480	Argument	ret		6936264	1					
ANR	6936481	Identifier	ret		6936264	0					
ANR	6936482	Argument	offset		6936264	2					
ANR	6936483	Identifier	offset		6936264	0					
ANR	6936484	Argument	len		6936264	3					
ANR	6936485	Identifier	len		6936264	0					
ANR	6936486	IfStatement	if ( ret < 0 )		6936264	14					
ANR	6936487	Condition	ret < 0	79:8:1060:1066	6936264	0	True				
ANR	6936488	RelationalExpression	ret < 0		6936264	0		<			
ANR	6936489	Identifier	ret		6936264	0					
ANR	6936490	PrimaryExpression	0		6936264	1					
ANR	6936491	CompoundStatement		77:17:1024:1024	6936264	1					
ANR	6936492	IfStatement	if ( ret != - EINPROGRESS )		6936264	0					
ANR	6936493	Condition	ret != - EINPROGRESS	81:12:1084:1102	6936264	0	True				
ANR	6936494	EqualityExpression	ret != - EINPROGRESS		6936264	0		!=			
ANR	6936495	Identifier	ret		6936264	0					
ANR	6936496	UnaryOperationExpression	- EINPROGRESS		6936264	1					
ANR	6936497	UnaryOperator	-		6936264	0					
ANR	6936498	Identifier	EINPROGRESS		6936264	1					
ANR	6936499	CompoundStatement		79:33:1060:1060	6936264	1					
ANR	6936500	ExpressionStatement	"qed_aio_complete ( acb , ret )"	83:12:1120:1146	6936264	0	True				
ANR	6936501	CallExpression	"qed_aio_complete ( acb , ret )"		6936264	0					
ANR	6936502	Callee	qed_aio_complete		6936264	0					
ANR	6936503	Identifier	qed_aio_complete		6936264	0					
ANR	6936504	ArgumentList	acb		6936264	1					
ANR	6936505	Argument	acb		6936264	0					
ANR	6936506	Identifier	acb		6936264	0					
ANR	6936507	Argument	ret		6936264	1					
ANR	6936508	Identifier	ret		6936264	0					
ANR	6936509	ReturnStatement	return ;	87:8:1168:1174	6936264	1	True				
ANR	6936510	ExpressionStatement	qed_aio_next_io ( acb )	91:4:1188:1208	6936264	15	True				
ANR	6936511	CallExpression	qed_aio_next_io ( acb )		6936264	0					
ANR	6936512	Callee	qed_aio_next_io		6936264	0					
ANR	6936513	Identifier	qed_aio_next_io		6936264	0					
ANR	6936514	ArgumentList	acb		6936264	1					
ANR	6936515	Argument	acb		6936264	0					
ANR	6936516	Identifier	acb		6936264	0					
ANR	6936517	ReturnType	static void		6936264	1					
ANR	6936518	Identifier	qed_aio_next_io		6936264	2					
ANR	6936519	ParameterList	QEDAIOCB * acb		6936264	3					
ANR	6936520	Parameter	QEDAIOCB * acb	1:28:28:40	6936264	0	True				
ANR	6936521	ParameterType	QEDAIOCB *		6936264	0					
ANR	6936522	Identifier	acb		6936264	1					
ANR	6936523	CFGEntryNode	ENTRY		6936264		True				
ANR	6936524	CFGExitNode	EXIT		6936264		True				
ANR	6936525	Symbol	ret		6936264						
ANR	6936526	Symbol	acb		6936264						
ANR	6936527	Symbol	NULL		6936264						
ANR	6936528	Symbol	offset		6936264						
ANR	6936529	Symbol	& offset		6936264						
ANR	6936530	Symbol	acb -> end_pos		6936264						
ANR	6936531	Symbol	acb_to_s		6936264						
ANR	6936532	Symbol	& acb -> request		6936264						
ANR	6936533	Symbol	QED_AIOCB_WRITE		6936264						
ANR	6936534	Symbol	s		6936264						
ANR	6936535	Symbol	len		6936264						
ANR	6936536	Symbol	* acb		6936264						
ANR	6936537	Symbol	acb -> flags		6936264						
ANR	6936538	Symbol	acb -> cur_pos		6936264						
ANR	6936539	Symbol	acb -> cur_qiov		6936264						
ANR	6936540	Symbol	acb -> backing_qiov		6936264						
ANR	6936541	Symbol	& acb -> cur_qiov		6936264						
ANR	6936542	Symbol	qed_aio_write_data		6936264						
ANR	6936543	Symbol	acb -> qiov_offset		6936264						
ANR	6936544	Symbol	qed_find_cluster		6936264						
ANR	6936545	Symbol	& len		6936264						
ANR	6936546	Symbol	acb -> cur_qiov . size		6936264						
ANR	6936547	Symbol	qed_aio_read_data		6936264						
ANR	6936548	Symbol	EINPROGRESS		6936264						
