command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	7761368	Identifier	visit_type_str		7761296	0					
ANR	7761369	ArgumentList	v		7761296	1					
ANR	7761370	Argument	v		7761296	0					
ANR	7761371	Identifier	v		7761296	0					
ANR	7761372	Argument	name		7761296	1					
ANR	7761373	Identifier	name		7761296	0					
ANR	7761374	Argument	& str		7761296	2					
ANR	7761375	UnaryOperationExpression	& str		7761296	0					
ANR	7761376	UnaryOperator	&		7761296	0					
ANR	7761377	Identifier	str		7761296	1					
ANR	7761378	Argument	& local_err		7761296	3					
ANR	7761379	UnaryOperationExpression	& local_err		7761296	0					
ANR	7761380	UnaryOperator	&		7761296	0					
ANR	7761381	Identifier	local_err		7761296	1					
ANR	7761382	IfStatement	if ( local_err )		7761296	8					
ANR	7761383	Condition	local_err	33:8:472:480	7761296	0	True				
ANR	7761384	Identifier	local_err		7761296	0					
ANR	7761385	CompoundStatement		29:19:369:369	7761296	1					
ANR	7761386	ExpressionStatement	"error_propagate ( errp , local_err )"	35:8:494:526	7761296	0	True				
ANR	7761387	CallExpression	"error_propagate ( errp , local_err )"		7761296	0					
ANR	7761388	Callee	error_propagate		7761296	0					
ANR	7761389	Identifier	error_propagate		7761296	0					
ANR	7761390	ArgumentList	errp		7761296	1					
ANR	7761391	Argument	errp		7761296	0					
ANR	7761392	Identifier	errp		7761296	0					
ANR	7761393	Argument	local_err		7761296	1					
ANR	7761394	Identifier	local_err		7761296	0					
ANR	7761395	ReturnStatement	return ;	37:8:537:543	7761296	1	True				
ANR	7761396	IfStatement	if ( ! * str )		7761296	9					
ANR	7761397	Condition	! * str	43:8:563:567	7761296	0	True				
ANR	7761398	UnaryOperationExpression	! * str		7761296	0					
ANR	7761399	UnaryOperator	!		7761296	0					
ANR	7761400	UnaryOperationExpression	* str		7761296	1					
ANR	7761401	UnaryOperator	*		7761296	0					
ANR	7761402	Identifier	str		7761296	1					
ANR	7761403	CompoundStatement		39:15:456:456	7761296	1					
ANR	7761404	ExpressionStatement	g_free ( str )	45:8:581:592	7761296	0	True				
ANR	7761405	CallExpression	g_free ( str )		7761296	0					
ANR	7761406	Callee	g_free		7761296	0					
ANR	7761407	Identifier	g_free		7761296	0					
ANR	7761408	ArgumentList	str		7761296	1					
ANR	7761409	Argument	str		7761296	0					
ANR	7761410	Identifier	str		7761296	0					
ANR	7761411	ExpressionStatement	be -> chr = NULL	47:8:603:617	7761296	1	True				
ANR	7761412	AssignmentExpression	be -> chr = NULL		7761296	0		=			
ANR	7761413	PtrMemberAccess	be -> chr		7761296	0					
ANR	7761414	Identifier	be		7761296	0					
ANR	7761415	Identifier	chr		7761296	1					
ANR	7761416	Identifier	NULL		7761296	1					
ANR	7761417	ReturnStatement	return ;	49:8:628:634	7761296	2	True				
ANR	7761418	ExpressionStatement	s = qemu_chr_find ( str )	55:4:650:672	7761296	10	True				
ANR	7761419	AssignmentExpression	s = qemu_chr_find ( str )		7761296	0		=			
ANR	7761420	Identifier	s		7761296	0					
ANR	7761421	CallExpression	qemu_chr_find ( str )		7761296	1					
ANR	7761422	Callee	qemu_chr_find		7761296	0					
ANR	7761423	Identifier	qemu_chr_find		7761296	0					
ANR	7761424	ArgumentList	str		7761296	1					
ANR	7761425	Argument	str		7761296	0					
ANR	7761426	Identifier	str		7761296	0					
ANR	7761427	ExpressionStatement	g_free ( str )	57:4:679:690	7761296	11	True				
ANR	7761428	CallExpression	g_free ( str )		7761296	0					
ANR	7761429	Callee	g_free		7761296	0					
ANR	7761430	Identifier	g_free		7761296	0					
ANR	7761431	ArgumentList	str		7761296	1					
ANR	7761432	Argument	str		7761296	0					
ANR	7761433	Identifier	str		7761296	0					
ANR	7761434	IfStatement	if ( s == NULL )		7761296	12					
ANR	7761435	Condition	s == NULL	59:8:701:709	7761296	0	True				
ANR	7761436	EqualityExpression	s == NULL		7761296	0		==			
ANR	7761437	Identifier	s		7761296	0					
ANR	7761438	Identifier	NULL		7761296	1					
ANR	7761439	CompoundStatement		55:19:598:598	7761296	1					
ANR	7761440	ExpressionStatement	"error_setg ( errp , ""Property '%s.%s' can't find value '%s'"" , object_get_typename ( obj ) , prop -> name , str )"	61:8:723:844	7761296	0	True				
ANR	7761441	CallExpression	"error_setg ( errp , ""Property '%s.%s' can't find value '%s'"" , object_get_typename ( obj ) , prop -> name , str )"		7761296	0					
ANR	7761442	Callee	error_setg		7761296	0					
ANR	7761443	Identifier	error_setg		7761296	0					
ANR	7761444	ArgumentList	errp		7761296	1					
ANR	7761445	Argument	errp		7761296	0					
ANR	7761446	Identifier	errp		7761296	0					
ANR	7761447	Argument	"""Property '%s.%s' can't find value '%s'"""		7761296	1					
ANR	7761448	PrimaryExpression	"""Property '%s.%s' can't find value '%s'"""		7761296	0					
ANR	7761449	Argument	object_get_typename ( obj )		7761296	2					
ANR	7761450	CallExpression	object_get_typename ( obj )		7761296	0					
ANR	7761451	Callee	object_get_typename		7761296	0					
ANR	7761452	Identifier	object_get_typename		7761296	0					
ANR	7761453	ArgumentList	obj		7761296	1					
ANR	7761454	Argument	obj		7761296	0					
ANR	7761455	Identifier	obj		7761296	0					
ANR	7761456	Argument	prop -> name		7761296	3					
ANR	7761457	PtrMemberAccess	prop -> name		7761296	0					
ANR	7761458	Identifier	prop		7761296	0					
ANR	7761459	Identifier	name		7761296	1					
ANR	7761460	Argument	str		7761296	4					
ANR	7761461	Identifier	str		7761296	0					
ANR	7761462	ReturnStatement	return ;	65:8:855:861	7761296	1	True				
ANR	7761463	IfStatement	"if ( ! qemu_chr_fe_init ( be , s , errp ) )"		7761296	13					
ANR	7761464	Condition	"! qemu_chr_fe_init ( be , s , errp )"	71:8:881:910	7761296	0	True				
ANR	7761465	UnaryOperationExpression	"! qemu_chr_fe_init ( be , s , errp )"		7761296	0					
ANR	7761466	UnaryOperator	!		7761296	0					
ANR	7761467	CallExpression	"qemu_chr_fe_init ( be , s , errp )"		7761296	1					
ANR	7761468	Callee	qemu_chr_fe_init		7761296	0					
ANR	7761469	Identifier	qemu_chr_fe_init		7761296	0					
ANR	7761470	ArgumentList	be		7761296	1					
ANR	7761471	Argument	be		7761296	0					
ANR	7761472	Identifier	be		7761296	0					
ANR	7761473	Argument	s		7761296	1					
ANR	7761474	Identifier	s		7761296	0					
ANR	7761475	Argument	errp		7761296	2					
ANR	7761476	Identifier	errp		7761296	0					
ANR	7761477	CompoundStatement		67:40:799:799	7761296	1					
ANR	7761478	ExpressionStatement	"error_prepend ( errp , ""Property '%s.%s' can't take value '%s': "" , object_get_typename ( obj ) , prop -> name , str )"	73:8:924:1053	7761296	0	True				
ANR	7761479	CallExpression	"error_prepend ( errp , ""Property '%s.%s' can't take value '%s': "" , object_get_typename ( obj ) , prop -> name , str )"		7761296	0					
ANR	7761480	Callee	error_prepend		7761296	0					
ANR	7761481	Identifier	error_prepend		7761296	0					
ANR	7761482	ArgumentList	errp		7761296	1					
ANR	7761483	Argument	errp		7761296	0					
ANR	7761484	Identifier	errp		7761296	0					
ANR	7761485	Argument	"""Property '%s.%s' can't take value '%s': """		7761296	1					
ANR	7761486	PrimaryExpression	"""Property '%s.%s' can't take value '%s': """		7761296	0					
ANR	7761487	Argument	object_get_typename ( obj )		7761296	2					
ANR	7761488	CallExpression	object_get_typename ( obj )		7761296	0					
ANR	7761489	Callee	object_get_typename		7761296	0					
ANR	7761490	Identifier	object_get_typename		7761296	0					
ANR	7761491	ArgumentList	obj		7761296	1					
ANR	7761492	Argument	obj		7761296	0					
ANR	7761493	Identifier	obj		7761296	0					
ANR	7761494	Argument	prop -> name		7761296	3					
ANR	7761495	PtrMemberAccess	prop -> name		7761296	0					
ANR	7761496	Identifier	prop		7761296	0					
ANR	7761497	Identifier	name		7761296	1					
ANR	7761498	Argument	str		7761296	4					
ANR	7761499	Identifier	str		7761296	0					
ANR	7761500	ReturnStatement	return ;	77:8:1064:1070	7761296	1	True				
ANR	7761501	ReturnType	static void		7761296	1					
ANR	7761502	Identifier	set_chr		7761296	2					
ANR	7761503	ParameterList	"Object * obj , Visitor * v , const char * name , void * opaque , Error * * errp"		7761296	3					
ANR	7761504	Parameter	Object * obj	1:20:20:30	7761296	0	True				
ANR	7761505	ParameterType	Object *		7761296	0					
ANR	7761506	Identifier	obj		7761296	1					
ANR	7761507	Parameter	Visitor * v	1:33:33:42	7761296	1	True				
ANR	7761508	ParameterType	Visitor *		7761296	0					
ANR	7761509	Identifier	v		7761296	1					
ANR	7761510	Parameter	const char * name	1:45:45:60	7761296	2	True				
ANR	7761511	ParameterType	const char *		7761296	0					
ANR	7761512	Identifier	name		7761296	1					
ANR	7761513	Parameter	void * opaque	1:63:63:74	7761296	3	True				
ANR	7761514	ParameterType	void *		7761296	0					
ANR	7761515	Identifier	opaque		7761296	1					
ANR	7761516	Parameter	Error * * errp	3:20:98:109	7761296	4	True				
ANR	7761517	ParameterType	Error * *		7761296	0					
ANR	7761518	Identifier	errp		7761296	1					
ANR	7761519	CFGEntryNode	ENTRY		7761296		True				
ANR	7761520	CFGExitNode	EXIT		7761296		True				
ANR	7761521	Symbol	* dev		7761296						
ANR	7761522	Symbol	be		7761296						
ANR	7761523	Symbol	errp		7761296						
ANR	7761524	Symbol	& str		7761296						
ANR	7761525	Symbol	dev		7761296						
ANR	7761526	Symbol	prop		7761296						
ANR	7761527	Symbol	& local_err		7761296						
ANR	7761528	Symbol	* str		7761296						
ANR	7761529	Symbol	opaque		7761296						
ANR	7761530	Symbol	NULL		7761296						
ANR	7761531	Symbol	prop -> name		7761296						
ANR	7761532	Symbol	DEVICE		7761296						
ANR	7761533	Symbol	* be		7761296						
ANR	7761534	Symbol	dev -> realized		7761296						
ANR	7761535	Symbol	be -> chr		7761296						
ANR	7761536	Symbol	str		7761296						
ANR	7761537	Symbol	s		7761296						
ANR	7761538	Symbol	obj		7761296						
ANR	7761539	Symbol	v		7761296						
ANR	7761540	Symbol	name		7761296						
ANR	7761541	Symbol	qemu_chr_fe_init		7761296						
ANR	7761542	Symbol	qdev_get_prop_ptr		7761296						
ANR	7761543	Symbol	* prop		7761296						
ANR	7761544	Symbol	object_get_typename		7761296						
ANR	7761545	Symbol	local_err		7761296						
ANR	7761546	Symbol	qemu_chr_find		7761296						
